Event ID,Start Date,Start Time,End Date,End Time,Duration,Event Title,Calendar Name
,2024-02-12,18:00:00,2024-02-12,18:45:00,45,Homework ,Due
,2024-02-15,14:30:00,2024-02-15,15:00:00,30,Give papers,Due
,2024-02-15,15:30:00,2024-02-15,16:30:00,60,Meeting,Due
,2024-02-15,22:00:00,2024-02-15,23:00:00,60,Data Wrangling HW 2,Due
,2024-02-19,15:00:00,2024-02-19,16:00:00,60,Appointment with Anne - Counselor,Due
,2024-02-19,18:00:00,2024-02-19,18:45:00,45,Homework ,Due
,2024-02-26,18:00:00,2024-02-26,18:45:00,45,Homework ,Due
,2024-02-26,18:05:00,2024-02-26,18:45:00,40,Quiz 1 - Chapter 1:5,Due
,2024-03-01,22:00:00,2024-03-01,23:00:00,60,"Stat Mod HW 5, 6",Due
,2024-03-03,22:00:00,2024-03-03,23:00:00,60,DBMS Ass 2,Due
,2024-03-04,18:00:00,2024-03-04,18:45:00,45,Homework ,Due
,2024-03-06,15:30:00,2024-03-06,16:30:00,60,Appointment Therapist,Due
,2024-03-07,15:00:00,2024-03-07,15:45:00,45,Quiz - Data Mining,Due
,2024-03-13,15:30:00,2024-03-13,16:30:00,60,Therapy,Due
,2024-03-18,18:00:00,2024-03-18,18:45:00,45,Midterm,Due
,2024-03-22,12:00:00,2024-03-22,13:00:00,60,Chase Bank Appt,Due
,2024-03-25,15:30:00,2024-03-25,16:30:00,60,Livi Therapist,Due
,2024-04-01,18:00:00,2024-04-01,18:45:00,45,Homework ,Due
,2024-04-08,18:00:00,2024-04-08,18:45:00,45,Homework ,Due
,2024-04-10,12:15:00,2024-04-10,12:45:00,30,Interview,Due
,2024-04-11,11:00:00,2024-04-11,12:00:00,60,Therapist - Online ,Due
,2024-04-15,18:00:00,2024-04-15,18:45:00,45,Homework ,Due
,2024-04-15,18:15:00,2024-04-15,19:15:00,60,"Quiz (lect 9, 10, 11)",Due
,2024-04-22,18:00:00,2024-04-22,18:45:00,45,Homework ,Due
,2024-04-25,15:00:00,2024-04-25,16:00:00,60,Livi Therapist,Due
,2024-04-28,11:00:00,2024-04-28,14:00:00,180,TEAM REC End of Year Celebration,Due
,2024-04-29,18:00:00,2024-04-29,18:45:00,45,Homework ,Due
,2024-06-10,03:00:00,2024-06-10,03:30:00,30,Havelock,Due
,2024-06-11,02:30:00,2024-06-11,03:00:00,30,Havelock,Due
,2024-09-05,14:30:00,2024-09-05,15:30:00,60,Doctor's appointment- Livi,Due
,2024-09-06,10:00:00,2024-09-06,11:00:00,60,Credit Card Bill Chase,Due
,2024-09-10,09:30:00,2024-09-10,11:15:00,105,Call therapy,Due
,2024-09-11,09:00:00,2024-09-11,09:30:00,30,GSABreakfast,Due
,2024-09-13,16:00:00,2024-09-13,19:00:00,180,Free food - Dinner Park,Due
,2024-09-13,22:00:00,2024-09-13,23:00:00,60,Assignment 1 - Stat Lear,Due
,2024-09-17,18:00:00,2024-09-17,18:30:00,30,Bed Races - College Ave,Due
,2024-09-19,20:00:00,2024-09-19,22:00:00,120,Passion Puddle,Due
,2024-09-22,22:30:00,2024-09-22,23:30:00,60,One Main full time,Due
,2024-09-25,14:30:00,2024-09-25,15:30:00,60,Joseph Meeting Resume,Due
,2024-09-26,14:30:00,2024-09-26,15:30:00,60,Therapy - Livi,Due
,2024-09-27,10:00:00,2024-09-27,11:30:00,90,MSDS Seminar,Due
,2024-10-01,13:00:00,2024-10-01,14:00:00,60,Pay phone bill,Due
,2024-10-03,17:00:00,2024-10-03,19:00:00,120,Register for The AI Summit ,Due
,2024-10-17,13:30:00,2024-10-17,14:30:00,60,Therapy,Due
,2024-11-14,09:00:00,2024-11-14,10:00:00,60,LinkedIn Premium Cancellation ,Due
,2024-03-12,12:00:00,2024-03-12,12:45:00,45,Shower,Daily Chores
,2024-03-12,13:30:00,2024-03-12,14:15:00,45,Eat,Daily Chores
,2024-03-12,14:15:00,2024-03-12,18:00:00,225,Sleeping,Daily Chores
,2024-03-12,18:00:00,2024-03-12,19:45:00,105,Cooking,Daily Chores
,2024-03-14,05:45:00,2024-03-14,13:30:00,465,Sleep,Daily Chores
,2024-03-14,16:45:00,2024-03-14,18:15:00,90,Cooking + Shower,Daily Chores
,2024-03-15,18:45:00,2024-03-15,23:15:00,270,Sleeping ,Daily Chores
,2024-03-16,21:30:00,2024-03-17,01:30:00,240,Social,Daily Chores
,2024-03-17,21:00:00,2024-03-17,23:00:00,120,Sleep,Daily Chores
,2024-03-18,00:45:00,2024-03-18,02:00:00,75,Cooking,Daily Chores
,2024-03-22,18:30:00,2024-03-22,20:00:00,90,Holi Dinner,Daily Chores
,2024-03-23,00:00:00,2024-03-23,00:30:00,30,Social,Daily Chores
,2024-03-23,17:00:00,2024-03-23,20:45:00,225,Social,Daily Chores
,2024-03-23,21:45:00,2024-03-24,01:00:00,195,Sleeping ,Daily Chores
,2024-04-02,09:00:00,2024-04-02,11:45:00,165,Cooking,Daily Chores
,2024-07-27,20:00:00,2024-07-28,00:00:00,240,Date - Kush ,Daily Chores
,2024-08-13,23:00:00,2024-08-14,00:00:00,60,Anukrati birthday tomorrow,Daily Chores
,2024-08-20,17:00:00,2024-08-20,17:45:00,45,Setting up ticktick,Daily Chores
